DataFormatada,Ta (max)(ºC),Ta (med)(ºC),Ta (min)(ºC)
2014/02/03,30.84,25.42,21.28
2014/02/04,31.48,25.69,20.33
2014/02/05,29.66,25.25,21.58
2014/02/06,31.14,24.91,20.75
2014/02/07,29.48,24.6,19.93
2014/02/08,29.58,25.33,21.72
2014/02/09,30.75,25.67,20.63
2014/02/10,31.3,26.21,21.32
2014/02/11,31.59,26.35,20.75
2014/02/12,31.98,26.35,22.08
2014/02/13,32.31,26.09,20.79
2014/02/14,32.13,26.43,21.49
2014/02/15,29.06,25.71,22.71
2014/02/16,28.9,23.12,19.15
2014/02/17,27.16,23.3,19.86
2014/02/18,30.07,24.4,19.88
2014/02/19,30.52,25.86,21.79
2014/02/20,29.31,23.93,21.16
2014/02/21,27.68,23.36,19.99
2014/02/22,28.53,23.39,19.46
2014/02/23,28.36,23.41,19.24
2014/02/24,30.37,25.26,20.45
2014/02/25,30.44,24.86,19.71
2014/02/26,29.88,24.92,20.6
2014/02/27,27.38,23.52,20
2014/02/28,29.74,24.34,19.91
2014/03/01,30.22,24.11,21.21
2014/03/02,30.01,24.05,20.48
2014/03/03,28.85,21.91,18.9
2014/03/04,27.92,22.08,17.99
2014/03/05,28.13,23.12,19.66
2014/03/06,28.57,22.95,18.13
2014/03/07,27.85,23.66,20.1
2014/03/08,28.46,23.7,18.62
2014/03/09,28.52,24.12,20.2
2014/03/10,29.97,24.75,21.1
2014/03/11,29.57,25.03,20.35
2014/03/12,29.72,24.97,19.87
2014/03/13,29.22,24.94,20.49
2014/03/14,30.11,25.13,20.62
2014/03/15,28.61,24.92,20.67
2014/03/16,29.45,24.85,21.39
2014/03/17,29.03,24.73,21.82
2014/03/18,29.46,25.04,21.52
2014/03/19,30.71,24.87,19.91
2014/03/20,32.02,26.24,21.34
2014/03/21,32.05,26.79,21.88
2014/03/22,32.49,27.24,22.29
2014/03/23,33.15,27.31,21.94
2014/03/24,32.67,27,21.31
2014/03/25,32.81,26.63,20.74
2014/03/26,32.34,27.01,21.54
2014/03/27,31.74,26.5,22.04
2014/03/28,31.7,26.45,21.96
2014/03/29,30.07,25.59,22.42
2014/03/30,30.96,26.02,22.33
2014/03/31,32.38,26.91,21.47
2014/04/01,31.29,26.33,22.19
2014/04/02,32.51,26.42,21.89
2014/04/03,30.94,25.62,21.36
2014/04/04,31.54,26.24,21.51
2014/04/05,32.94,26.98,21.17
2014/04/06,30.77,26.47,23.15
2014/04/07,31.37,25.77,20.74
2014/04/08,30.58,24.37,20.64
2014/04/09,29.9,24.73,21.71
2014/04/10,27.49,21.26,17.99
2014/04/11,25.94,21.68,18.87
2014/04/12,27.44,22.84,19.24
2014/04/13,28.32,23.49,20.17
2014/04/14,28.77,24.21,21.43
2014/04/15,28.46,23.45,19.69
2014/04/16,27.14,22.99,18.79
2014/04/17,28.57,23.65,18.89
2014/04/18,29.2,24.03,20.15
2014/04/19,29.27,24.38,20.17
2014/04/20,29.18,24.37,20.84
2014/04/21,27.97,23.61,19.76
2014/04/22,29.34,23.77,19
2014/04/23,29.78,24.5,19.72
2014/04/24,29.96,24.68,20.3
2014/04/25,30.6,25.32,20.92
2014/04/26,29.26,24.81,19.69
2014/04/27,22.19,20.55,18.82
2014/04/28,23.83,21,18.66
2014/04/29,24.02,20.42,17.7
2014/04/30,23.4,20.53,17.86
2014/05/01,24.06,20.78,18.06
2014/05/02,24.44,20.36,16.95
2014/05/03,23.98,20.31,17.39
2014/05/04,24.36,20.79,18.4
2014/05/05,26.33,21.14,16.42
2014/05/06,25.52,20.83,15.97
2014/05/07,27.26,21.21,16.01
2014/05/08,26.68,21.86,18.22
2014/05/09,28.02,22.17,16.72
2014/05/10,29.18,22.81,15.82
2014/05/11,26.21,21.92,18.67
2014/05/12,23.85,20.89,17.98
2014/05/13,25.43,20.91,17.08
2014/05/14,25.58,21.38,16.54
2014/05/15,27.04,22.87,18.85
2014/05/16,27.96,23.08,20.08
2014/05/17,27.41,22.24,18.8
2014/05/18,26.32,22.04,17.89
2014/05/19,25.57,21.71,17.88
2014/05/20,26.1,21.45,16.95
2014/05/21,27.51,21.87,15.13
2014/05/22,25.55,20.74,17.59
2014/05/23,25.81,21.29,16.61
2014/05/24,27.75,22.77,17.57
2014/05/25,28.23,22.74,17.22
2014/05/26,27.89,22.16,15.49
2014/05/27,28.47,21.49,15.63
2014/05/28,29.52,22.47,15.46
2014/05/29,28.88,23.64,19.25
2014/05/30,26.39,23.11,19.56
2014/05/31,26.36,22.55,17.46
2014/06/01,26.41,21.61,16.98
2014/06/02,29.27,22.2,15.58
2014/06/03,30.5,24,16.88
2014/06/04,29.86,24.45,18.6
2014/06/05,29.99,24.48,18.95
2014/06/06,28.88,24.12,19.44
2014/06/07,29.83,24.45,20.5
2014/06/08,28.93,23.46,19.9
2014/06/09,28.12,23.23,17.34
2014/06/10,25.85,22.2,18.74
2014/06/11,27.22,22.59,18.89
2014/06/12,28.68,22.69,17.57
2014/06/13,27.69,22.31,17.61
2014/06/14,27.79,23.03,16.6
2014/06/15,28.51,22.84,16.86
2014/06/16,27.23,21.53,15.14
2014/06/17,27.39,22.05,19.15
2014/06/18,25.03,22.32,19.27
2014/06/19,25.01,22.13,19.35
2014/06/20,27.29,21.82,18.05
2014/06/21,26.94,21.71,16.48
2014/06/22,25.9,22.22,19.75
2014/06/23,26.94,21.53,17.81
2014/06/24,22.87,20.34,17.06
2014/06/25,25.99,21.27,17.05
2014/06/26,27.1,21.51,15.72
2014/06/27,25.39,21.74,18.32
2014/06/28,25.25,21.35,18.72
2014/06/29,28.39,22.52,17.54
2014/06/30,28.54,22.73,16.99
2014/07/01,28.58,22.6,17.27
2014/07/02,28.62,22.28,16.55
2014/07/03,26.61,21.98,17.05
2014/07/04,27.78,22.66,18.1
2014/07/05,26.7,21.76,15.39
2014/07/06,26.69,22.46,17.4
2014/07/07,27.42,22.57,17.55
2014/07/08,27.91,22.47,16.76
2014/07/09,26.04,22.51,19.56
2014/07/10,27.42,21.63,14.23
2014/07/11,29.06,22.89,16.46
2014/07/12,29.09,23.61,17.88
2014/07/13,26.58,23,20.08
2014/07/14,26.79,22.39,19.14
2014/07/15,25.61,21.6,17
2014/07/16,22.83,19.86,18.34
2014/07/17,24.35,20.67,18.01
2014/07/18,25.56,20.94,17.39
2014/07/19,26.15,21.29,17.96
2014/07/20,27.67,22.27,16.8
2014/07/21,27.98,22.82,17.3
2014/07/22,27.46,22.57,16.85
2014/07/23,27.74,22.46,17.68
2014/07/24,27.37,21.98,16.56
2014/07/25,27.79,22.23,17.14
2014/07/26,27.58,22.51,18.42
2014/07/27,28.25,22.76,16.85
2014/07/28,25.69,21.73,18.69
2014/07/29,26.51,21.8,17.02
2014/07/30,25.9,21.56,17.65
2014/07/31,26.61,21.3,16.71
2014/08/01,27.21,21.47,16.08
2014/08/02,27.51,22.01,17.5
2014/08/03,28.26,22.73,17.94
2014/08/04,28.87,23.4,17.49
2014/08/05,30.35,24.65,20.14
2014/08/06,28.17,23.46,19.58
2014/08/07,23.75,20.66,18.6
2014/08/08,27.36,21.64,17.21
2014/08/09,27.06,22.11,17.85
2014/08/10,28.68,22.67,16.78
2014/08/11,27.74,22.76,17.06
2014/08/12,29.36,23.37,15.98
2014/08/13,29.23,23.87,19.14
2014/08/14,27.39,22.94,18.61
2014/08/15,27.39,22.31,18.11
2014/08/16,26.97,22.87,18.22
2014/08/17,25.92,20.32,16.06
2014/08/18,27.5,21.91,16.11
2014/08/19,27.11,21.89,15.73
2014/08/20,27.97,22.81,17.5
2014/08/21,28.27,23.19,19.18
2014/08/22,28.8,23.52,19.62
2014/08/23,29.13,23.41,18.23
2014/08/24,29.41,23.56,17.39
2014/08/25,29.38,23.69,17.37
2014/08/26,29.64,24.09,17.83
2014/08/27,30.11,23.78,18.14
2014/08/28,31.79,25.65,19.1
2014/08/29,31.7,25.69,20.56
2014/08/30,32.01,25.94,20.78
2014/08/31,30.26,24.86,20.02
2014/09/01,30.62,24.5,18.75
2014/09/02,33.51,24.45,15.39
2014/09/03,34.56,27.16,19.2
2014/09/04,34.54,27.95,20.89
2014/09/05,30.64,25.29,21
2014/09/06,26.85,22.84,19.61
2014/09/07,29.31,23.55,17.63
2014/09/08,29.11,24.18,18.79
2014/09/09,30.32,24.83,20.32
2014/09/10,30.42,24.76,18.8
2014/09/11,29.8,24.14,18.56
2014/09/12,28.1,23.02,18.99
2014/09/13,29.5,24.27,18.39
2014/09/14,30.43,24.46,19.58
2014/09/15,31.18,24.66,18.55
2014/09/16,32.63,25.99,19.6
2014/09/17,33.3,26.54,20.67
2014/09/18,30.14,24.68,19.69
2014/09/19,30.49,24.96,20.41
2014/09/20,31.44,25.03,20.48
2014/09/21,34.51,27.1,20.56
2014/09/22,36.19,29.31,22.09
2014/09/23,31.6,27.16,22.59
2014/09/24,32.36,26.26,20.97
2014/09/25,32.71,26.21,20.03
2014/09/26,32.9,26.6,22.27
2014/09/27,34.28,27.04,20.66
2014/09/28,33.87,27.48,21.12
2014/09/29,33.93,27.43,21.11
2014/09/30,33.78,27.16,21.88
2014/10/01,33.45,27.32,21.47
2014/10/02,33.1,28.13,21.94
2014/10/03,31.46,26.08,21.67
2014/10/04,26.74,22.72,20.32
2014/10/05,27.32,23,18.36
2014/10/06,27.97,23.53,18.92
2014/10/07,28.41,24.27,19.35
2014/10/08,28.98,24,20.58
2014/10/09,30.22,24.39,19.87
2014/10/10,32.07,25.78,18.7
2014/10/11,31.55,26.45,21.8
2014/10/12,32.09,26.22,19.27
2014/10/13,32.68,26.77,21.38
2014/10/14,32.48,26.84,21.92
2014/10/15,34.06,27.36,21.23
2014/10/16,34.6,28.01,21.5
2014/10/17,33.11,27.56,22.93
2014/10/18,33.88,27.99,22.43
2014/10/19,35.63,28.21,21.99
2014/10/20,35.53,28.52,22.17
2014/10/21,33.08,27.93,22.73
2014/10/22,32.61,26.93,22.3
2014/10/23,32.48,26.91,21.69
2014/10/24,32.57,27.08,22.68
2014/10/25,33.15,27.87,22.99
2014/10/26,34.71,28.32,21.63
2014/10/27,35.33,28.95,21.93
2014/10/28,34.78,28.38,23.09
2014/10/29,36.38,30.03,24
2014/10/30,33.99,28.96,24.09
2014/10/31,34.15,27.71,22.24
2014/11/01,33.22,27.63,22.29
2014/11/02,34.17,28.16,22.73
2014/11/03,34.23,28.57,22.04
2014/11/04,32.72,26.84,22.15
2014/11/05,34.34,28.23,22.1
2014/11/06,34.46,28.68,22.81
2014/11/07,34.59,28.22,22.33
2014/11/08,35.15,28.29,21.68
2014/11/09,34.82,29.36,23.8
2014/11/10,36.84,30.74,24.99
2014/11/11,34.15,29.22,24.95
2014/11/12,35.7,29.78,24.32
2014/11/13,34.25,27.93,22.93
2014/11/14,35.79,29.6,24.17
2014/11/15,36.56,31.34,25.2
2014/11/16,33.95,25.87,19.49
2014/11/17,26.39,21.19,19.58
2014/11/18,27.68,22.96,19.3
2014/11/19,27.71,22.45,19.12
2014/11/20,27.61,23.47,21.09
2014/11/21,29.94,24.89,20.01
2014/11/22,30.47,25.61,20.28
2014/11/23,31.57,25.68,21.45
2014/11/24,31.93,26.75,22.26
2014/11/25,31.99,26.92,21.97
2014/11/26,31.08,26.05,22.27
2014/11/27,33.05,26.54,20.7
2014/11/28,33.89,27.76,22.83
2014/11/29,33.79,27.66,21.63
2014/11/30,32.25,26.86,20.45
2014/12/01,32,26.14,20.96
2014/12/02,31.75,25.89,20.61
2014/12/03,32.19,26.54,21.75
2014/12/04,32.3,26.56,21.74
2014/12/05,33.76,27.53,22.05
2014/12/06,29.85,24.97,21.13
2014/12/07,31.71,26.53,21.81
2014/12/08,31.44,26.49,22.59
2014/12/09,31.12,25.92,20.83
2014/12/10,32.14,26.53,21.27
2014/12/11,32.62,26.59,22.74
2014/12/12,33.24,26.9,22.15
2014/12/13,32.98,26.88,21.16
2014/12/14,33.48,27.41,21.82
2014/12/15,34.47,27.88,23.81
2014/12/16,33.23,25.51,21.15
2014/12/17,23.65,20.55,19.14
2014/12/18,27.96,23.32,18.89
2014/12/19,29.26,23.72,19.14
2014/12/20,28.71,22.76,18.93
2014/12/21,30.59,25.23,20.7
2014/12/22,29.99,25.12,20.86
2014/12/23,30.64,24.72,21.19
2014/12/24,30.89,25.17,20.56
2014/12/25,30.4,25.74,21.36
2014/12/26,27.82,24.02,20.45
2014/12/27,29.77,24.65,20.25
2014/12/28,29.6,24.41,19.93
2014/12/29,32.36,25.32,19.46
2014/12/30,33.46,26.59,18.67
2014/12/31,32.37,26.91,21.93
2015/01/01,31.74,26.41,21.42
2015/01/02,31.97,26.38,21.02
2015/01/03,32.91,27.13,21.52
2015/01/04,31.68,26.53,19.47
2015/01/05,32.91,26.47,21.2
2015/01/06,32.59,27.3,23.65
2015/01/07,33.4,27.25,22.39
2015/01/08,32.9,26.51,22.8
2015/01/09,33.15,27.23,20.73
2015/01/10,33.04,27.49,21.54
2015/01/11,34.2,28.4,22.72
2015/01/12,34.01,28.68,24.34
2015/01/13,33.94,28.13,22
2015/01/14,34.32,28.19,22.11
2015/01/15,33.62,27.81,21.92
2015/01/16,33.2,27.5,22.29
2015/01/17,35.06,28.97,22.17
2015/01/18,34.91,29.15,22.3
2015/01/19,34.56,28.87,22.74
2015/01/20,34.61,28.51,22.41
2015/01/21,32.9,28.14,23.08
2015/01/22,33.48,26.22,21.26
2015/01/23,32.86,27.02,21.25
2015/01/24,34.46,27.51,21.36
2015/01/25,31.97,26.53,22.18
2015/01/26,33.95,27.58,22.4
2015/01/27,34.54,28.15,21.87
2015/01/28,35.09,28.43,22.14
2015/01/29,34.47,28.15,22.01
2015/01/30,32.96,27.89,24.45
2015/01/31,34.6,28.63,23.71
2015/02/01,32.34,27.15,23.26
2015/02/02,33.62,28.07,21.98
2015/02/03,33.67,28.6,23.5
2015/02/04,24.69,21.97,20.27
2015/02/05,31.04,24.54,19.36
2015/02/06,32.67,26.86,21.17
2015/02/07,34.59,28.84,23.05
2015/02/08,34.28,29.11,23.71
2015/02/09,34.15,28.34,22.27
2015/02/10,34.49,28.3,22.33
2015/02/11,34.93,28.36,22.77
2015/02/12,34.87,28.74,23.12
2015/02/13,34.94,29.22,23.71
2015/02/14,33.06,28.15,23.19
2015/02/15,32.82,27.6,23.24
2015/02/16,35.01,28.36,21.95
2015/02/17,35.06,29.56,23.72
2015/02/18,34.26,27.25,24.1
2015/02/19,33.56,25.25,22.15
2015/02/20,31.18,24.44,19.69
2015/02/21,30.98,24.31,18.68
2015/02/22,28.51,22.3,19.34
2015/02/23,29,22.4,18.85
2015/02/24,28.28,23.47,20.42
2015/02/25,30.78,25.36,21.2
2015/02/26,31.82,26.54,22.63
2015/02/27,33.28,27.14,21.72
2015/02/28,32.82,27.16,22.26
2015/03/01,32.42,25.07,21.54
2015/03/02,29.96,25.09,21.64
2015/03/03,32.23,26.55,21.85
2015/03/04,32.48,26.84,21.56
2015/03/05,33.35,26.87,21.53
2015/03/06,32.53,27.4,22.44
2015/03/07,32.82,26.95,21.1
2015/03/08,34.07,28.39,22.42
2015/03/09,34.53,28.27,24.11
2015/03/10,33.91,28.07,23.08
2015/03/11,34.31,28.47,23.04
2015/03/12,34.29,28.23,22.03
2015/03/13,34.39,28.41,22.6
2015/03/14,35.13,28.55,22.57
2015/03/15,35.13,28.51,22.42
2015/03/16,34.84,28.62,22.42
2015/03/17,32.98,27.4,23.74
2015/03/18,32.19,28.01,23.74
2015/03/19,32.74,28,23.36
2015/03/20,33.99,27.96,22.65
2015/03/21,31.8,25.79,20.27
2015/03/22,27.89,23.57,20.06
2015/03/23,27.61,23.21,20.66
2015/03/24,30.86,25.15,21.38
2015/03/25,32.07,26.29,22.35
2015/03/26,32.06,26.46,22.05
2015/03/27,33.11,27.09,22.5
2015/03/28,32.25,27.13,22.93
2015/03/29,32.99,26.31,20.63
2015/03/30,33.99,28.38,23.83
2015/03/31,33.45,27.64,21.81
2015/04/01,33.95,27.02,21.65
2015/04/02,33.75,27.05,20.55
2015/04/03,34.45,27.73,21.9
2015/04/04,33.4,28.27,23.09
2015/04/05,33.24,26.73,22.94
2015/04/06,31.9,25.84,21.31
2015/04/07,30.93,24.7,21.72
2015/04/08,27.1,22.75,15.79
2015/04/09,30.74,25.44,21.21
2015/04/10,32.1,26.36,21.66
2015/04/11,29.33,24.77,21.09
2015/04/12,29.11,24.27,19.11
2015/04/13,30.19,25.47,20.64
2015/04/14,31.17,25.55,22.69
2015/04/15,31.74,26.14,22.44
2015/04/16,31.97,25.8,21.3
2015/04/17,33.15,26.88,21.64
2015/04/18,32.71,26.94,22.25
2015/04/19,33.06,27.19,21.19
2015/04/20,33.08,27.05,22.42
2015/04/21,26.3,21.63,14.4
2015/04/22,30.56,24.19,18.93
2015/04/23,30.5,24.81,20.3
2015/04/24,29.22,24.36,20.47
2015/04/25,30.57,24.79,20.71
2015/04/26,30.89,25.08,19.72
2015/04/27,29.87,24.78,21.09
2015/04/28,29.8,24.56,19.65
2015/04/29,29.97,25.01,20.24
2015/04/30,30.13,24.92,20.11
2015/05/01,29.98,25.37,21.36
2015/05/02,28.19,24.42,21.18
2015/05/03,30.04,23.27,19.84
2015/05/04,28.37,23.23,18.64
2015/05/05,28.54,23.63,20.42
2015/05/06,29.72,24.24,20.34
2015/05/07,28.81,23.63,19.82
2015/05/08,30.3,25.12,20.1
2015/05/09,28.97,24.92,22.31
2015/05/10,30.13,24.92,21.38
2015/05/11,30.96,24.95,20.03
2015/05/12,31.41,25.78,20.64
2015/05/13,31.13,25.74,20.78
2015/05/14,29.43,24.79,20.88
2015/05/15,29.84,23.81,20.32
2015/05/16,27.46,22.81,19.38
2015/05/17,30.36,23.68,17.95
2015/05/18,29.15,23.96,21.02
2015/05/19,26.32,21.91,18.38
2015/05/20,28.89,23.83,18.94
2015/05/21,29.06,24.29,20.8
2015/05/22,26.65,22.21,19.93
2015/05/23,24.89,21,18.65
2015/05/24,26.07,22,18.7
2015/05/25,25.17,21.42,19.56
2015/05/26,28.53,23.17,18.74
2015/05/27,28.27,23.68,20.82
2015/05/28,29.13,23.55,19.51
2015/05/29,28.86,22.85,16.92
2015/05/30,30.41,24.24,18.67
2015/05/31,28.49,24.52,20.4
2015/06/01,29.58,24.2,18.8
2015/06/02,29.75,24.45,19.93
2015/06/03,29.06,24.54,20.85
2015/06/04,29.56,23.89,20.5
2015/06/05,27.9,23.37,19.25
2015/06/06,29.45,23.93,18.93
2015/06/07,29.85,24.21,19.11
2015/06/08,28.04,23.12,19.01
2015/06/09,29.76,24.29,18.3
2015/06/10,30.43,24.88,20.01
2015/06/11,29.99,24.4,20.08
2015/06/12,30.27,24.24,18.14
2015/06/13,30.09,24.85,19.88
2015/06/14,29.43,24.16,19.81
2015/06/15,30.28,24.89,21.46
2015/06/16,31.87,25.45,18.64
2015/06/17,29.8,24.3,18.32
2015/06/18,29.79,23.88,16.63
2015/06/19,29.79,24.01,20.08
2015/06/20,29.24,24.46,20.31
2015/06/21,28.8,23.71,18.66
2015/06/22,28.34,23.29,19.55
2015/06/23,26.83,22.18,17.68
2015/06/24,27.91,22.68,19.29
2015/06/25,25.94,22.09,18.99
2015/06/26,26.45,21.26,17.56
2015/06/27,26.15,20.74,16.14
2015/06/28,25.65,21.48,17.16
2015/06/29,27.03,22.66,17.35
2015/06/30,28.01,23.31,19.56
2015/07/01,27.98,23.5,19.77
2015/07/02,26.77,23.27,19.1
2015/07/03,27.72,23.67,20.02
2015/07/04,29.54,24.34,19.32
2015/07/05,28.61,22.88,20.26
2015/07/06,29.12,23.75,19.47
2015/07/07,28.24,23.07,17.97
2015/07/08,27.01,22.47,18.65
2015/07/09,28.43,23.41,19.12
2015/07/10,29.14,23.53,18.3
2015/07/11,29.97,24.44,18.78
2015/07/12,29.37,23.4,18.39
2015/07/13,29.72,24.5,19.49
2015/07/14,29.71,24.26,19.17
2015/07/15,29.22,23.56,19.79
2015/07/16,29.64,23.41,18.18
2015/07/17,28.76,23.57,18.21
2015/07/18,29.08,23.26,18.46
2015/07/19,28.92,23.13,15.49
2015/07/20,29.25,23.45,18.03
2015/07/21,29.52,23.35,16.93
2015/07/22,30.24,23.92,18.13
2015/07/23,29.03,23.6,18.15
2015/07/24,27.84,23.16,19.54
2015/07/25,29.63,23.3,17.5
2015/07/26,29.99,23.71,18.5
2015/07/27,30.9,25.47,20.39
2015/07/28,30.67,25.02,20.1
2015/07/29,30.7,24.55,18.75
2015/07/30,29.42,23.98,18.43
2015/07/31,29.12,24.07,18.97
2015/08/01,30.17,23.76,16.03
2015/08/02,29.92,23.87,19.18
2015/08/03,29.32,23.39,16.79
2015/08/04,30.23,23.44,17.23
2015/08/05,30.61,23.41,16.62
2015/08/06,30.89,24.82,21.18
2015/08/07,30.7,24.78,19.66
2015/08/08,29.74,23.48,14.66
2015/08/09,28.19,23.07,19.74
2015/08/10,27.17,22.31,18.22
2015/08/11,27.12,21.9,14.61
2015/08/12,28.67,22.78,18.05
2015/08/13,29.49,24.09,19.92
2015/08/14,31.18,25.02,20.04
2015/08/15,31.18,24.9,20.01
2015/08/16,30.09,26.5,21.08
2015/08/17,29.21,23.72,18.57
2015/08/18,31.34,25,19.14
2015/08/19,30.56,23.99,18.21
2015/08/20,31.69,24.43,17.34
2015/08/21,33.77,26.62,19.8
2015/08/22,32.89,26.02,19.84
2015/08/23,31.51,25.55,20.46
2015/08/24,32.79,25.6,18.88
2015/08/25,33.29,26.27,19.79
2015/08/26,33.36,27.13,21.65
2015/08/27,32.1,26.88,22.18
2015/08/28,32.69,26.79,20.32
2015/08/29,32.83,26.28,19.64
2015/08/30,31.57,26.17,21.48
2015/08/31,31.45,25.08,19.36
2015/09/01,31.61,25.48,18.84
2015/09/02,33.4,25.66,19.02
2015/09/03,32.53,26.1,20.48
2015/09/04,33.99,26.56,20.09
2015/09/05,35.99,27.31,20.14
2015/09/06,35.76,28.29,20.68
2015/09/07,33.73,26.62,19.96
2015/09/08,33.95,26.98,20.48
2015/09/09,33.92,27.93,21.17
2015/09/10,33.05,27.11,21.11
2015/09/11,33.42,26.04,19.5
2015/09/12,35.56,27.45,21.11
2015/09/13,34.73,28.25,22.92
2015/09/14,33.35,26.88,21.47
2015/09/15,32.69,27,22.1
2015/09/16,31.85,25.32,19.21
2015/09/17,31.98,26.17,19.57
2015/09/18,31.76,25.63,19.9
2015/09/19,33.41,27.05,21.88
2015/09/20,33.99,27.68,22.75
2015/09/21,33.01,27.01,20.61
2015/09/22,34.07,26.83,20.32
2015/09/23,35.11,28.14,21.49
2015/09/24,34.07,27.63,21.31
2015/09/25,34.96,27.95,21.76
2015/09/26,36.05,28.85,21.13
2015/09/27,33.08,27.35,21.88
2015/09/28,35.76,28.2,20.79
2015/09/29,35.29,28.3,20.76
2015/09/30,34.94,27.98,21.2
2015/10/01,33.89,27.98,22.28
2015/10/02,33.82,26.8,20.84
2015/10/03,35.46,27.97,22.02
2015/10/04,36.5,28.69,22.32
2015/10/05,38.07,29.94,23.02
2015/10/06,33.95,29.48,25.03
2015/10/07,34.45,28.72,23.17
2015/10/08,30.25,26.28,22.03
2015/10/09,31.75,25.54,22.45
2015/10/10,34.36,27.54,20.97
2015/10/11,33.89,27.2,21.23
2015/10/12,33.46,26.74,20.78
2015/10/13,34.87,28.12,20.82
2015/10/14,32.91,27.68,22.46
2015/10/15,31.61,27.83,22.95
2015/10/16,33.98,27.52,21.09
2015/10/17,34.96,28.03,20.59
2015/10/18,34.76,27.39,20.9
2015/10/19,33.93,27.92,23.26
2015/10/20,34.69,27.8,23.25
2015/10/21,36.18,28.19,21.8
2015/10/22,37.93,30.08,22.48
2015/10/23,36.5,29.36,23.4
2015/10/24,35.96,30.03,24.23
2015/10/25,35.38,29.44,22.88
2015/10/26,35.19,28.88,22.14
2015/10/27,36.17,29.09,22.13
2015/10/28,36.58,28.89,22.28
2015/10/29,36.35,29.33,22.65
2015/10/30,34.89,29.7,24.39
2015/10/31,32.12,27.97,24.46
2015/11/01,33.03,28.12,22.83
2015/11/02,34.77,28.59,21.93
2015/11/03,35.13,29.02,22.85
2015/11/04,34.48,27.77,22.07
2015/11/05,36.3,28.68,22.22
2015/11/06,null,null,null
2015/11/07,null,null,null
2015/11/08,null,null,null
2015/11/09,null,null,null
2015/11/10,34.37,28.21,22.6
2015/11/11,35.19,28.38,21.21
2015/11/12,36.19,28.17,22.26
2015/11/13,38.63,30.09,21.27
2015/11/14,38.11,31.11,24.47
2015/11/15,37.83,30.67,22.41
2015/11/16,38.2,31.42,23.94
2015/11/17,37.26,30.7,24.47
2015/11/18,36.88,30.1,24.16
2015/11/19,36.96,29.74,23.62
2015/11/20,37.26,30.39,24.45
2015/11/21,38.01,30.71,23.55
2015/11/22,36.94,30.73,24.28
2015/11/23,36.69,30.76,24.91
2015/11/24,36.35,30.47,25.14
2015/11/25,36.89,30.6,25.39
2015/11/26,37.98,31.76,25.87
2015/11/27,37.53,31.85,26.77
2015/11/28,36.96,30.92,25.38
2015/11/29,37.52,30.78,24.36
2015/11/30,37.21,30.66,23.88
2015/12/01,37.45,30.95,24.17
2015/12/02,36.55,30.02,22.6
2015/12/03,37.43,30.49,23.94
2015/12/04,38.46,30.87,24.24
2015/12/05,36.94,31.43,25.86
2015/12/06,36.46,30.48,23.94
2015/12/07,37.67,30.98,24.74
2015/12/08,37.34,30.57,24.65
2015/12/09,36.11,29.94,23.51
2015/12/10,35.86,29.19,23.72
2015/12/11,37.51,30.13,24.69
2015/12/12,37.51,30.93,24.58
2015/12/13,37.26,31.19,24.78
2015/12/14,35.87,29.43,23.35
2015/12/15,35.77,29.28,22.56
2015/12/16,36.82,30.02,22.96
2015/12/17,35.88,30.23,24.27
2015/12/18,35.62,29.55,23.18
2015/12/19,34.73,28.67,24.96
2015/12/20,35.45,29.2,23.08
2015/12/21,31.97,28.1,23.77
2015/12/22,35.47,29.54,24.01
2015/12/23,34.53,28.82,23.08
2015/12/24,34.45,27.49,24.01
2015/12/25,34.28,27.43,21.58
2015/12/26,36.32,29.66,22.37
2015/12/27,33.8,28.62,23.5
2015/12/28,34.1,28.59,23.77
2015/12/29,33.68,26.21,21.76
2015/12/30,33.13,26.69,21.48
2015/12/31,35.2,29,23.31
2016/01/01,35.98,29.34,23.98
2016/01/02,36.99,29.56,22.6
2016/01/03,37.6,30.81,24.03
2016/01/04,36.29,29.93,22.68
2016/01/05,33.86,27.47,22.25
2016/01/06,32.74,24.63,20.11
2016/01/07,30.99,24.08,18.83
2016/01/08,25.5,20.71,18.49
2016/01/09,29.73,24.41,19.05
2016/01/10,33.05,27.4,21.35
2016/01/11,32.68,27.09,21.28
2016/01/12,33.7,28.38,23.67
2016/01/13,32.63,27.85,22.82
2016/01/14,25.45,22.58,20.16
2016/01/15,31.79,25.31,20.39
2016/01/16,31.91,26.18,21.3
2016/01/17,null,null,null
2016/01/18,null,null,null
2016/01/19,null,null,null
2016/01/20,null,null,null
2016/01/21,null,null,null
2016/01/22,null,null,null
2016/01/23,null,null,null
2016/01/24,null,null,null
2016/01/25,null,null,null
2016/01/26,null,null,null
2016/01/27,null,null,null
2016/01/28,null,null,null
2016/01/29,null,null,null
2016/01/30,null,null,null
2016/01/31,null,null,null
2016/02/01,null,null,null
2016/02/02,null,null,null
2016/02/03,25.09,21.91,18.9
2016/02/04,26.74,22.01,17.58
2016/02/05,29.01,23.61,17.32
2016/02/06,28.6,23.98,19.69
2016/02/07,29.07,23.73,18.91
2016/02/08,29.62,23.68,18.99
2016/02/09,29.7,24.2,19.38
2016/02/10,29.89,24.95,21.22
2016/02/11,31.03,25.22,19.5
2016/02/12,32.13,25.31,17.66
2016/02/13,31.59,25.36,20.36
2016/02/14,29.17,23.26,17.68
2016/02/15,30.3,23.39,16.18
