DataFormatada,Ta (max)(ºC),Ta (med)(ºC),Ta (min)(ºC)
2007/06/08,30.49,24.55,20.49
2007/06/09,32.23,24.74,16
2007/06/10,28.87,25.2,22.43
2007/06/11,32.23,25.51,19.49
2007/06/12,30.75,24,18.88
2007/06/13,31.43,25.36,19.15
2007/06/14,30.75,24.7,18.34
2007/06/15,30.28,23.92,19.55
2007/06/16,29.81,23.57,17.47
2007/06/17,31.56,25.58,21.83
2007/06/18,30.55,24.46,17.67
2007/06/19,31.43,25.2,19.69
2007/06/20,30.96,24.09,19.15
2007/06/21,31.43,24.68,19.08
2007/06/22,28.81,23.69,20.15
2007/06/23,32.3,24.88,17.67
2007/06/24,31.83,24.93,19.75
2007/06/25,31.29,24.75,17.4
2007/06/26,30.55,24.91,20.96
2007/06/27,29.81,24.73,19.15
2007/06/28,28.01,23.98,20.56
2007/06/29,27.47,22.72,18.34
2007/06/30,null,null,null
2007/07/01,null,null,null
2007/07/02,null,null,null
2007/07/03,null,null,null
2007/07/04,30.08,23.41,16.86
2007/07/05,29.14,23.35,19.55
2007/07/06,28.07,22.23,16.86
2007/07/07,29.54,23.12,19.08
2007/07/08,29.28,24.18,19.22
2007/07/09,29.14,23.27,18.61
2007/07/10,30.49,24.61,19.62
2007/07/11,27.46,23.49,20.22
2007/07/12,30.22,23.77,17.2
2007/07/13,29.54,23.55,17.54
2007/07/14,30.35,24.06,19.48
2007/07/15,31.9,24.78,19.55
2007/07/16,31.02,24.33,18.21
2007/07/17,31.83,25.13,19.82
2007/07/18,32.5,25.01,18.62
2007/07/19,null,null,null
2007/07/20,null,null,null
2007/07/21,null,null,null
2007/07/22,null,null,null
2007/07/23,null,null,null
2007/07/24,32.77,25.3,17.94
2007/07/25,32.37,25.99,20.82
2007/07/26,33.11,26.32,20.42
2007/07/27,30.15,24.61,21.43
2007/07/28,31.09,24.55,18.61
2007/07/29,30.35,24.52,19.49
2007/07/30,26.67,21.56,17.21
2007/07/31,28.34,22.7,19.28
2007/08/01,29.75,23.6,16.93
2007/08/02,28.61,23.88,19.89
2007/08/03,27.74,23.73,20.35
2007/08/04,27.4,22.4,19.75
2007/08/05,31.29,23.73,18.28
2007/08/06,30.96,24.38,17
2007/08/07,30.82,24.42,18.34
2007/08/08,32.3,25.11,18.01
2007/08/09,31.09,24.38,18.41
2007/08/10,31.69,24.31,17.47
2007/08/11,31.69,25.05,20.02
2007/08/12,30.35,23.84,18.81
2007/08/13,28.14,22.2,18.75
2007/08/14,30.89,23.94,18.54
2007/08/15,27.67,22.1,16.2
2007/08/16,29.95,22.55,15.93
2007/08/17,29.07,23.62,19.28
2007/08/18,31.49,23.76,16.07
2007/08/19,31.43,24.25,14.39
2007/08/20,30.02,23.84,18.54
2007/08/21,32.03,25.17,19.68
2007/08/22,31.29,24.72,17.87
2007/08/23,32.23,25.37,19.35
2007/08/24,30.15,24.26,20.28
2007/08/25,31.16,24.81,18.68
2007/08/26,31.9,25.98,21.49
2007/08/27,34.18,26.7,20.22
2007/08/28,33.85,26.39,19.22
2007/08/29,31.76,25.24,18.48
2007/08/30,31.9,24.41,16.6
2007/08/31,31.63,24.7,19.55
2007/09/01,30.89,24.3,19.21
2007/09/02,30.75,24.87,20.08
2007/09/03,31.43,23.72,16.81
2007/09/04,30.28,23.64,18.28
2007/09/05,31.22,24.99,20.42
2007/09/06,30.82,24.99,19.75
2007/09/07,30.62,24.23,18.75
2007/09/08,30.55,24.25,18.54
2007/09/09,31.83,25.15,17.87
2007/09/10,31.49,25.26,19.02
2007/09/11,31.63,25.26,20.09
2007/09/12,29.14,23.9,19.01
2007/09/13,31.69,24.46,17.6
2007/09/14,31.49,25.3,18.61
2007/09/15,31.22,24.94,20.75
2007/09/16,33.64,26.23,18.75
2007/09/17,35.12,27.12,19.96
2007/09/18,33.17,27.19,22.37
2007/09/19,33.11,26.32,19.49
2007/09/20,32.84,25.71,18.81
2007/09/21,33.44,27.05,22.5
2007/09/22,33.64,27.14,22.63
2007/09/23,34.38,26.95,19.69
2007/09/24,35.59,27.48,19.55
2007/09/25,34.79,27.64,20.16
2007/09/26,32.97,26.07,19.28
2007/09/27,32.37,25.88,21.02
2007/09/28,33.04,26.07,19.22
2007/09/29,33.37,26.14,20.62
2007/09/30,33.51,26.37,19.15
2007/10/01,33.64,26.69,19.42
2007/10/02,33.24,26.61,19.15
2007/10/03,32.84,26.35,20.56
2007/10/04,30.96,25.67,21.02
2007/10/05,32.37,26.5,22.16
2007/10/06,32.64,26.73,22.37
2007/10/07,32.84,26.63,21.42
2007/10/08,32.37,26.32,19.62
2007/10/09,32.84,25.74,20.28
2007/10/10,33.04,26.73,20.22
2007/10/11,34.11,26.8,19.42
2007/10/12,35.59,28.15,21.76
2007/10/13,35.79,28.05,20.49
2007/10/14,34.58,27.49,20.95
2007/10/15,32.7,26.61,20.69
2007/10/16,32.57,26.24,19.62
2007/10/17,35.05,26.94,19.62
2007/10/18,37.41,28.31,19.75
2007/10/19,36.33,29.39,22.1
2007/10/20,35.32,28.77,22.37
2007/10/21,33.58,27.62,22.16
2007/10/22,34.72,27.77,22.03
2007/10/23,33.98,27.67,21.9
2007/10/24,34.11,27.56,22.84
2007/10/25,33.58,27.28,21.9
2007/10/26,34.25,27.17,19.89
2007/10/27,34.92,27.51,21.02
2007/10/28,37.07,29.64,21.96
2007/10/29,36.4,29.71,22.63
2007/10/30,35.79,28.17,21.9
2007/10/31,35.79,28.67,22.63
2007/11/01,37,29.53,22.63
2007/11/02,36.87,29.63,22.3
2007/11/03,36.8,29.97,21.76
2007/11/04,36.6,29.9,23.37
2007/11/05,35.52,28.87,22.16
2007/11/06,35.19,28.6,22.63
2007/11/07,35.26,28.37,21.56
2007/11/08,35.26,28.2,21.29
2007/11/09,35.32,28.22,21.09
2007/11/10,35.46,27.7,20.49
2007/11/11,35.79,28.43,21.76
2007/11/12,36,29.35,22.3
2007/11/13,35.19,28.78,23.17
2007/11/14,34.52,28.19,21.36
2007/11/15,35.19,28.4,21.63
2007/11/16,35.26,28.76,23.84
2007/11/17,33.31,27.22,21.76
2007/11/18,32.57,26.82,20.69
2007/11/19,35.32,27.61,20.42
2007/11/20,36.87,29.24,21.16
2007/11/21,37,30.47,23.31
2007/11/22,33.91,28.09,23.51
2007/11/23,35.19,28.44,23.31
2007/11/24,33.51,28.05,22.1
2007/11/25,34.58,28.25,23.37
2007/11/26,34.38,27.48,22.57
2007/11/27,34.18,27.31,22.37
2007/11/28,33.98,28.41,23.98
2007/11/29,34.65,28.29,23.04
2007/11/30,35.46,29.64,24.05
2007/12/01,34.65,28.15,22.77
2007/12/02,33.85,28.03,22.97
2007/12/03,35.73,28.81,22.77
2007/12/04,35.86,28.94,22.1
2007/12/05,35.39,29.12,23.51
2007/12/06,35.93,30.42,24.85
2007/12/07,36.06,29.45,23.51
2007/12/08,34.58,27.69,22.57
2007/12/09,33.98,26.9,22.3
2007/12/10,32.7,27.04,22.84
2007/12/11,34.65,28.16,22.1
2007/12/12,34.25,27.55,20.69
2007/12/13,33.31,26.84,22.5
2007/12/14,34.65,28.14,22.03
2007/12/15,36.2,29.45,24.65
2007/12/16,33.58,27.71,22.42
2007/12/17,34.32,27.16,22.57
2007/12/18,32.84,26.96,22.84
2007/12/19,36,28.89,22.77
2007/12/20,36.2,29.15,22.5
2007/12/21,36.33,29.73,23.37
2007/12/22,35.19,29.11,23.04
2007/12/23,32.9,27.75,23.1
2007/12/24,34.18,28,21.29
2007/12/25,34.38,27.79,20.82
2007/12/26,33.44,27.51,23.37
2007/12/27,34.05,27.34,21.56
2007/12/28,34.79,28.24,23.64
2007/12/29,35.05,28.27,20.89
2007/12/30,33.31,27.59,22.16
2007/12/31,34.18,28.38,23.04
2008/01/01,33.91,28.05,22.84
2008/01/02,33.78,27.39,21.16
2008/01/03,32.97,26.67,21.22
2008/01/04,34.72,27.97,21.29
2008/01/05,33.98,27.85,23.31
2008/01/06,36.87,29.54,22.1
2008/01/07,36.33,29.47,21.63
2008/01/08,37.27,30.26,22.84
2008/01/09,35.93,29.89,24.11
2008/01/10,35.52,28.05,21.69
2008/01/11,35.39,28.41,21.76
2008/01/12,35.46,28.74,22.9
2008/01/13,35.79,28.84,23.1
2008/01/14,35.26,28.61,21.76
2008/01/15,33.98,28.06,21.76
2008/01/16,31.96,27.81,23.31
2008/01/17,34.38,28.77,24.45
2008/01/18,34.32,28.7,24.11
2008/01/19,34.92,29.19,22.7
2008/01/20,34.79,29.3,23.17
2008/01/21,36.94,29.33,22.37
2008/01/22,32.57,26.57,20.89
2008/01/23,34.65,28.01,22.23
2008/01/24,34.65,28.03,23.17
2008/01/25,33.78,27.84,23.71
2008/01/26,34.32,27.94,22.5
2008/01/27,34.72,28.72,23.17
2008/01/28,33.64,28.32,24.65
2008/01/29,33.98,28.18,22.7
2008/01/30,35.32,29.08,23.84
2008/01/31,27.27,24.99,21.09
2008/02/01,27.87,23.56,20.69
2008/02/02,33.04,26.86,22.3
2008/02/03,34.45,27.63,20.69
2008/02/04,35.12,28.83,22.57
2008/02/05,34.85,28.44,21.97
2008/02/06,34.05,27.76,22.03
2008/02/07,34.11,27.73,21.9
2008/02/08,30.75,26.8,23.44
2008/02/09,33.44,27,22.84
2008/02/10,34.18,27.29,20.56
2008/02/11,34.79,28.09,21.36
2008/02/12,34.52,28.1,23.1
2008/02/13,34.32,28.41,24.11
2008/02/14,32.64,27.41,22.97
2008/02/15,33.58,27.63,21.9
2008/02/16,29.54,24.94,20.75
2008/02/17,32.64,25.65,21.22
2008/02/18,32.84,27.11,22.5
2008/02/19,35.26,28.46,22.57
2008/02/20,35.19,27.99,21.7
2008/02/21,34.25,27.82,22.64
2008/02/22,36.33,28.72,21.43
2008/02/23,36.47,29.15,23.04
2008/02/24,36.26,28.98,22.5
2008/02/25,36.06,29.41,22.3
2008/02/26,29.55,25.64,22.7
2008/02/27,30.28,25.14,22.7
2008/02/28,28.88,24.62,22.16
2008/02/29,24.85,22.91,20.62
2008/03/01,31.09,25.6,21.9
2008/03/02,31.63,26.05,20.89
2008/03/03,32.37,26.51,20.36
2008/03/04,34.05,26.31,19.28
2008/03/05,34.18,26.89,21.84
2008/03/06,34.65,27.11,21.37
2008/03/07,32.84,26.35,22.77
2008/03/08,33.24,27.27,21.57
2008/03/09,33.31,27.08,22.24
2008/03/10,34.58,28.15,23.58
2008/03/11,34.65,28.6,22.31
2008/03/12,34.79,28.33,22.51
2008/03/13,33.58,27.73,23.44
2008/03/14,null,null,null
2008/03/15,null,null,null
2008/03/16,null,null,null
2008/03/17,null,null,null
2008/03/18,null,null,null
2008/03/19,null,null,null
2008/03/20,null,null,null
2008/03/21,null,null,null
2008/03/22,null,null,null
2008/03/23,null,null,null
2008/03/24,null,null,null
2008/03/25,null,null,null
2008/03/26,null,null,null
2008/03/27,null,null,null
2008/03/28,null,null,null
2008/03/29,31.53,25.7,22.05
2008/03/30,28.74,24.7,22.18
2008/03/31,29.08,24.05,21.72
2008/04/01,27.88,23.35,20.92
2008/04/02,27.01,23,21.91
2008/04/03,28.6,24.03,21.98
2008/04/04,30.46,25.11,21.72
2008/04/05,31.9,26.21,22.38
2008/04/06,30.27,25.49,22.32
2008/04/07,31.67,26.57,22.85
2008/04/08,30.74,25.49,22.05
2008/04/09,31.14,25.55,22.25
2008/04/10,31.93,26.39,22.18
2008/04/11,31.2,25.51,21.72
2008/04/12,31.92,25.62,21.52
2008/04/13,32.12,25.7,21.58
2008/04/14,31.13,26.05,22.45
2008/04/15,31.93,25.88,22.18
2008/04/16,31.59,26.05,22.52
2008/04/17,31.6,25.83,21.52
2008/04/18,31.67,25.55,21.32
2008/04/19,31.46,24.79,21.52
2008/04/20,30.54,24.33,20.72
2008/04/21,29.94,25.8,22.32
2008/04/22,31,25.62,21.05
2008/04/23,31.07,25.38,21.38
2008/04/24,31.54,25.34,19.79
2008/04/25,32.19,25.76,22.05
2008/04/26,30.34,24.77,20.59
2008/04/27,31.27,24.42,18.66
2008/04/28,32.33,25.9,20.19
2008/04/29,31.74,25.88,23.18
2008/04/30,31.99,26.4,21.65
2008/05/01,32.13,26.76,23.25
2008/05/02,31.67,25.49,20.45
2008/05/03,31.53,25.35,21.25
2008/05/04,31.73,25.79,20.39
2008/05/05,32.99,25.28,18.26
2008/05/06,29.22,24.16,19.79
2008/05/07,34.99,26.01,18.13
2008/05/08,31.4,26.34,22.92
2008/05/09,28.22,24.8,22.18
2008/05/10,28.42,23.91,21.25
2008/05/11,28.88,24.68,21.58
2008/05/12,27.89,23.88,21.05
2008/05/13,27.75,23.32,18.92
2008/05/14,30.8,24.33,19.12
2008/05/15,31.34,24.48,17.6
2008/05/16,31.4,24.8,19.72
2008/05/17,31.54,24.72,17.93
2008/05/18,30.08,24.67,21.72
2008/05/19,28.55,24.1,20.39
2008/05/20,29.01,24.75,20.45
2008/05/21,29.55,24.87,21.92
2008/05/22,30.27,24.82,20.65
2008/05/23,30.61,24.18,19.79
2008/05/24,31.6,24.62,21.12
2008/05/25,29.08,23.08,18.39
2008/05/26,31.54,24.07,17
2008/05/27,31.27,25.36,20.45
2008/05/28,30.55,24.39,19.45
2008/05/29,28.09,23.11,18.72
2008/05/30,31.07,24.89,19.99
2008/05/31,30.67,24.31,19.79
2008/06/01,29.82,23.15,18.07
2008/06/02,29.02,22.51,16.74
2008/06/03,29.48,22.77,15.94
2008/06/04,28.35,23.27,18.39
2008/06/05,30.94,24.06,18.66
2008/06/06,29.75,24.28,21.05
2008/06/07,31.27,24.32,17.93
2008/06/08,31.01,23.8,19.05
2008/06/09,30.47,24.57,19.19
2008/06/10,29.94,23.75,18.26
2008/06/11,31.2,24.34,18.72
2008/06/12,30.74,24.56,17
2008/06/13,29.62,23.56,18.39
2008/06/14,30.94,23.4,16.14
2008/06/15,29.81,24.3,20.25
2008/06/16,31.6,26.59,22.25
2008/06/17,30.87,25.42,21.85
2008/06/18,29.41,22.77,16.74
2008/06/19,30.87,23.65,17.6
2008/06/20,29.74,23.36,18.79
2008/06/21,30.87,23.96,17.19
2008/06/22,31.6,23.83,15.8
2008/06/23,30.74,24.2,18.46
2008/06/24,27.55,23.2,19.92
2008/06/25,30.41,23.64,16.4
2008/06/26,30.6,26.05,20.39
2008/06/27,28.29,23.08,19.92
2008/06/28,27.09,21.96,17.59
2008/06/29,28.55,22.95,18.26
2008/06/30,29.41,22.16,12.88
2008/07/01,30.8,24.62,19.79
2008/07/02,27.95,23.37,18.46
2008/07/03,30.07,23.38,16.67
2008/07/04,29.54,23.05,15.41
2008/07/05,29.41,24.32,20.79
2008/07/06,28.75,23.36,19.92
2008/07/07,26.09,22.83,19.45
2008/07/08,28.81,23.2,18.12
2008/07/09,30.27,22.86,14.87
2008/07/10,29.27,22.62,14.28
2008/07/11,30.14,24.34,19.59
2008/07/12,27.75,23.67,20.19
2008/07/13,28.48,22.23,16.53
2008/07/14,29.54,22.48,14.75
2008/07/15,29.34,22.37,16.87
2008/07/16,27.55,22.96,18.39
2008/07/17,26.49,23.19,20.05
2008/07/18,27.42,23.41,19.32
2008/07/19,29.54,23.76,18.92
2008/07/20,29.94,23.63,18.26
2008/07/21,28.02,22.93,17.79
2008/07/22,29.28,24.19,20.39
2008/07/23,29.81,23.93,19.19
2008/07/24,31.13,23.53,16.2
2008/07/25,31,23.69,17.06
2008/07/26,30.54,23.84,15.01
2008/07/27,30.27,24.51,20.52
2008/07/28,30.14,24.38,19.99
2008/07/29,28.49,22.7,17.72
2008/07/30,29.74,23.56,17.92
2008/07/31,30.47,23.49,16.67
2008/08/01,30.73,23.87,16.53
2008/08/02,31.72,25.3,18.72
2008/08/03,33.59,26.93,19.92
2008/08/04,33.79,26.6,21.05
2008/08/05,32.33,26.4,22.25
2008/08/06,28.82,23.22,18.79
2008/08/07,32.39,25.49,19.12
2008/08/08,31.73,25.51,19.79
2008/08/09,31.4,24.86,17.66
2008/08/10,31.14,25.21,19.32
2008/08/11,30.27,24.21,18.59
2008/08/12,28.95,24.23,20.05
2008/08/13,31,24.99,20.25
2008/08/14,30.67,23.57,16.67
2008/08/15,31.13,24.55,18.72
2008/08/16,30.8,24.82,20.98
2008/08/17,29.28,24.34,20.79
2008/08/18,30.07,23.69,18.72
2008/08/19,30.27,23.27,17.19
2008/08/20,30.6,23.85,17.59
2008/08/21,30.67,24.07,18.99
2008/08/22,29.74,24.02,19.85
2008/08/23,32.12,25.37,19.79
2008/08/24,30.01,23.82,19.72
2008/08/25,29.34,22.97,17.2
2008/08/26,31.72,24.37,17.32
2008/08/27,33.25,25.8,18.32
2008/08/28,32.32,26.34,21.85
2008/08/29,32.39,25.46,21.12
2008/08/30,34.45,26.63,19.45
2008/08/31,33.26,26.58,20.19
2008/09/01,30.14,25.04,18.85
2008/09/02,32.19,25.58,19.59
2008/09/03,32.52,26.38,20.45
2008/09/04,32.92,25.74,19.19
2008/09/05,33.52,26.14,18.52
2008/09/06,34.05,26.57,18.79
2008/09/07,33.52,26.73,20.39
2008/09/08,32.66,26.53,20.25
2008/09/09,31.46,25.7,20.79
2008/09/10,31.4,25.2,20.59
2008/09/11,31.2,25.57,20.39
2008/09/12,32.46,26.15,19.59
2008/09/13,31.86,25.06,19.79
2008/09/14,33.72,26.78,19.72
2008/09/15,32.92,26.54,19.39
2008/09/16,32.79,26.33,20.45
2008/09/17,33.52,26.56,19.19
2008/09/18,34.05,26.74,19.59
2008/09/19,33.12,26.69,20.72
2008/09/20,33.05,26.35,19.25
2008/09/21,33.12,26.55,19.99
2008/09/22,35.38,27.39,19.65
2008/09/23,36.91,28.39,20.45
2008/09/24,36.18,28.73,21.19
2008/09/25,33.45,27.76,23.18
2008/09/26,34.25,26.89,21.19
2008/09/27,32.12,26.19,21.25
2008/09/28,34.58,27.26,20.52
2008/09/29,37.45,29.15,21.72
2008/09/30,34.65,28.57,23.89
2008/10/01,34.25,27.85,23.18
2008/10/02,33.52,27.05,19.59
2008/10/03,34.85,28.34,21.58
2008/10/04,33.39,27.49,22.51
2008/10/05,34.25,27.16,20.32
2008/10/06,35.32,28.17,21.25
2008/10/07,33.19,26.78,20.39
2008/10/08,32.86,26.35,19.45
2008/10/09,33.65,26.76,20.39
2008/10/10,32.46,26.39,20.65
2008/10/11,33.45,26.93,20.65
2008/10/12,32.19,26.52,21.12
2008/10/13,33.12,27.26,22.05
2008/10/14,34.72,27.59,20.79
2008/10/15,34.32,27.85,20.99
2008/10/16,34.12,27.1,20.32
2008/10/17,35.98,28.41,20.65
2008/10/18,35.25,28.14,22.32
2008/10/19,36.05,28.56,22.38
2008/10/20,35.78,28.94,22.51
2008/10/21,34.85,28.14,22.71
2008/10/22,34.58,28.02,21.18
2008/10/23,33.92,27.67,22.32
2008/10/24,33.72,27.08,20.52
2008/10/25,33.79,27.23,22.18
2008/10/26,35.18,28.14,22.05
2008/10/27,36.58,28.66,22.18
2008/10/28,37.11,29.56,22.51
2008/10/29,35.38,28.88,22.78
2008/10/30,35.12,28.07,22.05
2008/10/31,35.12,28.07,22.05
2008/11/01,35.72,28.91,21.72
2008/11/02,36.05,28.37,20.92
2008/11/03,35.38,28.68,23.63
2008/11/04,37.25,30.01,23.51
2008/11/05,36.91,29.91,21.92
2008/11/06,36.85,29.52,22.38
2008/11/07,37.45,29.26,21.98
2008/11/08,37.25,29.96,22.92
2008/11/09,36.18,29.74,23.31
2008/11/10,36.31,29.01,21.65
2008/11/11,37.38,30.13,23.25
2008/11/12,35.05,29.57,24.43
2008/11/13,35.52,28.64,22.58
2008/11/14,35.32,29.18,24.29
2008/11/15,36.05,28.5,21.85
2008/11/16,36.51,28.98,22.18
2008/11/17,35.72,29.2,23.31
2008/11/18,35.32,28.66,23.17
2008/11/19,36.45,29.78,24.09
2008/11/20,36.11,29.95,24.23
2008/11/21,35.91,29.56,23.89
2008/11/22,35.45,29,22.71
2008/11/23,35.65,29.15,22.31
2008/11/24,34.45,27.43,22.51
2008/11/25,34.98,28.46,23.24
2008/11/26,35.25,29.53,24.29
2008/11/27,35.72,28.86,22.98
2008/11/28,35.91,28.73,22.12
2008/11/29,33.79,28.27,23.56
2008/11/30,36.45,29.4,23.43
2008/12/01,32.65,26.85,23.56
2008/12/02,33.12,25.46,22.96
2008/12/03,25.69,22.81,20.92
2008/12/04,35.58,27.24,19.92
2008/12/05,35.78,29.37,23.83
2008/12/06,34.32,28.59,23.31
2008/12/07,34.85,28.44,21.32
2008/12/08,35.12,27.88,23.43
2008/12/09,34.58,27.96,22.97
2008/12/10,32.99,26.44,22.96
2008/12/11,34.45,27.19,21.72
2008/12/12,33.92,26.83,21.65
2008/12/13,33.39,27.35,22.58
2008/12/14,34.18,28.25,23.63
2008/12/15,33.79,27.67,22.78
2008/12/16,33.99,26.71,22.65
2008/12/17,34.45,27.97,22.78
2008/12/18,33.25,28.1,23.44
2008/12/19,34.38,27.45,21.19
2008/12/20,34.32,27.3,21.98
2008/12/21,32.72,25.6,22.51
2008/12/22,31.93,25.52,20.79
2008/12/23,32.39,26.74,22.7
2008/12/24,31.92,25.94,19.92
2008/12/25,33.25,27.58,22.84
2008/12/26,33.65,27.29,21.98
2008/12/27,33.92,27.4,20.25
2008/12/28,34.18,27.93,21.78
2008/12/29,34.65,28.3,22.12
2008/12/30,34.65,27.74,21.12
2008/12/31,34.58,28.34,22.58
2009/01/01,35.08,28.9,23.51
2009/01/02,35.76,29.03,22.87
2009/01/03,35.69,29.44,24.46
2009/01/04,35.77,29.72,24.51
2009/01/05,32.1,27.72,24.44
2009/01/06,34.53,28.59,23.29
2009/01/07,32.24,26.94,22.78
2009/01/08,32.12,25.94,21.32
2009/01/09,33.64,27.65,21.8
2009/01/10,33.27,28.07,22.87
2009/01/11,34.61,28.46,23.14
2009/01/12,35.58,28.34,22.84
2009/01/13,34.32,28.42,21.71
2009/01/14,34.28,28.33,23.17
2009/01/15,34.95,28.6,22.48
2009/01/16,35.2,27.83,22.7
2009/01/17,34.23,27.82,21.62
2009/01/18,35.19,28.85,23.22
2009/01/19,34.62,28.22,22.57
2009/01/20,35.43,28.65,22.05
2009/01/21,33.9,27.34,22.07
2009/01/22,29.6,24.37,20.44
2009/01/23,26.45,23.04,20.63
2009/01/24,32.53,26.2,20.69
2009/01/25,32.11,26.12,22.3
2009/01/26,32.49,26.23,21.88
2009/01/27,33.45,27.5,22.78
2009/01/28,33.23,27.18,21.34
2009/01/29,33.95,28.3,22.36
2009/01/30,33.85,27.75,23.87
2009/01/31,32.44,26.48,21.92
2009/02/01,34.17,27.2,21.23
2009/02/02,30.17,23.76,20.26
2009/02/03,31.83,24.01,20.05
2009/02/04,31.03,24.67,19.48
2009/02/05,31.21,26.22,22.47
2009/02/06,32.36,26.68,22.54
2009/02/07,33.08,27.09,22.24
2009/02/08,33.42,27.26,22.98
2009/02/09,34.36,27.82,23.34
2009/02/10,34.64,28.52,22.43
2009/02/11,33.12,27.15,22.29
2009/02/12,33.54,26.84,21.78
2009/02/13,33.38,27.47,21.38
2009/02/14,30.29,25.43,21.45
2009/02/15,32.08,25.72,22.21
2009/02/16,30.87,25.18,21.01
2009/02/17,32,25.08,19.81
2009/02/18,27.58,22.52,19.51
2009/02/19,29.82,24.07,19.31
2009/02/20,30.99,26.06,22.05
2009/02/21,32.21,26.25,22.77
2009/02/22,28.91,22.93,18.92
2009/02/23,28.71,22.3,18.24
2009/02/24,27.87,21.71,16.55
2009/02/25,30.7,24.89,20.25
2009/02/26,30.63,25.06,20.41
2009/02/27,32.33,25.48,18.87
2009/02/28,32.26,26.48,21.5
2009/03/01,30.9,26.76,22.73
2009/03/02,32.3,27.17,22.35
2009/03/03,32.25,26.53,21.02
2009/03/04,30.99,23.72,19.46
2009/03/05,32.27,25.09,18.46
2009/03/06,28.53,23.97,20.37
2009/03/07,31.71,24.56,18.26
2009/03/08,31.64,25.78,20.96
2009/03/09,32.66,26.01,21.09
2009/03/10,32.74,25.7,20.08
2009/03/11,32.86,26.55,20.94
2009/03/12,32.9,26.73,21.5
2009/03/13,33.13,26.69,21.56
2009/03/14,34.07,26.35,20.2
2009/03/15,33.94,27.06,21.33
2009/03/16,32.2,26.23,21.16
2009/03/17,31.71,24.76,19.68
2009/03/18,31.64,23.93,18.44
2009/03/19,32.1,25.12,19.93
2009/03/20,32.69,25.58,20.12
2009/03/21,33.46,25.87,18.63
2009/03/22,33.69,26.53,18.67
2009/03/23,34.63,27.33,21.2
2009/03/24,30.92,24.1,18.85
2009/03/25,30.97,22.88,16.65
2009/03/26,29.17,22.79,17.6
2009/03/27,29.16,21.95,16.35
2009/03/28,32.02,23.99,16.75
2009/03/29,31.5,23.96,17.57
2009/03/30,32.88,25.39,18.54
2009/03/31,27.29,22.21,17.5
2009/04/01,31.1,22.92,16.46
2009/04/02,31.57,24.78,18.74
2009/04/03,30.79,23.02,17.39
2009/04/04,30.14,23.17,16.51
2009/04/05,31.48,22.81,17.2
2009/04/06,31.22,22.91,15.85
2009/04/07,32.17,24.59,17.33
2009/04/08,32.77,25.61,19.49
2009/04/09,30.2,22.46,17.19
2009/04/10,29.26,21.89,15.6
2009/04/11,26.48,19.38,14.94
2009/04/12,28.89,20.79,15.22
2009/04/13,29.63,22.88,15.04
2009/04/14,27.05,19.48,14.42
2009/04/15,29.54,22.52,17.13
2009/04/16,30.82,23.33,16.06
2009/04/17,29.85,23.54,18.94
2009/04/18,29.94,23.85,17.5
2009/04/19,27.3,23.03,18.59
2009/04/20,28.31,23.02,17.94
2009/04/21,27.06,21.17,16.59
2009/04/22,26.98,20.06,15.68
2009/04/23,24.62,19.54,15.51
2009/04/24,28.5,22.25,16.58
2009/04/25,29.91,22.96,17.71
2009/04/26,29.75,22.3,15.87
2009/04/27,29.52,21.93,16.04
2009/04/28,30.44,22.27,16.23
2009/04/29,29.7,24.4,18.75
2009/04/30,27.92,23.28,17.25
2009/05/01,24.76,20.56,15.24
2009/05/02,28.24,23.31,17.83
2009/05/03,24.99,20.54,16.68
2009/05/04,25.74,20.48,17.65
2009/05/05,27.23,20.59,15.5
2009/05/06,27.99,20.81,14.98
2009/05/07,28.71,21.67,15.5
2009/05/08,26.35,20.39,16.33
2009/05/09,25.71,19.01,15.82
2009/05/10,26.17,20.2,15.33
2009/05/11,26.72,20.73,14.82
2009/05/12,24.43,18.85,15.03
2009/05/13,27.44,21.12,15.05
2009/05/14,28.99,22.45,18.12
2009/05/15,29.55,22.39,16.09
2009/05/16,29.51,23.16,17.06
2009/05/17,28.54,21.53,14.16
2009/05/18,29.11,21.96,16.62
2009/05/19,22.23,18.62,14.07
2009/05/20,23.57,21.13,18.4
2009/05/21,23.58,20.98,18.97
2009/05/22,26.75,20.89,15.79
2009/05/23,25.86,19.26,14.16
2009/05/24,27.75,20.96,12.99
2009/05/25,25.78,21.74,14.62
2009/05/26,27.85,23.34,19.74
2009/05/27,28.76,23.15,17.64
2009/05/28,28.09,21.91,15.74
2009/05/29,27.11,21.63,15.91
2009/05/30,24.95,19.37,15.85
2009/05/31,24.61,19.4,14.35
2009/06/01,28.46,20.8,12.59
2009/06/02,30.19,21.35,12.91
2009/06/03,29.26,21.18,12.42
2009/06/04,29.91,23.6,17.05
2009/06/05,27.94,21.72,16.22
2009/06/06,28.4,21.04,14.39
2009/06/07,28.92,22.85,15.56
2009/06/08,27.79,23.57,19.61
2009/06/09,26.97,20.58,15.02
2009/06/10,26.1,21.68,18.38
2009/06/11,29.35,22.7,16.52
2009/06/12,28.69,22.2,14.89
2009/06/13,30.76,24.94,19.16
2009/06/14,30,24.35,20.13
2009/06/15,27.37,22.76,16.48
2009/06/16,27.37,21.12,13.37
2009/06/17,26.39,21.3,14.6
2009/06/18,28.46,23,19.02
2009/06/19,28.58,21.66,14.29
2009/06/20,26.86,21.64,17.27
