Privado com Carteira,Privado sem Carteira,Trabalhador Domestico,Setor Publico,Empregador,Conta Propria,Trabalhador Familiar Auxiliar
38.92922475599641,12.637056731544922,6.7650634579768445,12.233698060469713,3.849518810148731,22.922134733158355,2.665575893922351
38.91452625891993,12.583571573284111,6.694730207325033,12.250410823222206,3.930396416270851,22.74159782094861,2.8836413569547306
38.88944830441155,12.58013627362132,6.711867440897749,12.223229170163014,3.921502813860079,22.561228028955345,3.111469137045615
39.04648231396477,12.56595312726583,6.691802291208853,12.304929333943132,3.898624605396723,22.23164188427945,3.2594509576449853
39.11522954580892,12.577684716993739,6.672532466086027,12.383890584278172,3.9003853607466645,22.100327445258728,3.249949880827746
39.18077371371482,12.568130099350613,6.654825997668869,12.438252761281014,3.924071710051618,22.02031414774935,3.214741632902259
39.27922940655447,12.657218777679363,6.631975199291408,12.354960141718335,3.919397697077059,22.013950398582814,3.1432683790965457
39.38010545281705,12.635546663424233,6.58361612521693,12.299512529430622,3.9163451866426433,22.12961632418451,3.054152342843247
39.389321406879795,12.571365468499806,6.584948373916405,12.191485837336426,3.979901717188449,22.218541218044283,3.065540279388217
39.605709050368134,12.311105714569559,6.617509079067919,12.036250041393927,4.009139779011623,22.328435971874207,3.0918503637146357
39.813255947897744,12.246909751450977,6.645695804350716,11.840414691418191,4.0184307296974,22.347259758096673,3.088033317088299
39.96774193548387,12.255839822024472,6.626251390433816,11.81535038932147,4.016685205784205,22.266963292547278,3.0522803114571744
39.743332441352244,12.303764160199805,6.6062349478191065,11.883418071536884,4.020604763179021,22.392070288109892,3.0505753278030503
39.63501948116821,12.229289464628637,6.588075971005805,12.05612352503691,4.064959428108384,22.367267197264866,3.0592649327871944
39.696283615881605,12.156386327240599,6.5558562040974095,12.047048428957977,3.9969076149980673,22.480534540836047,3.0691921144182452
39.691135840790764,12.16524122444936,6.410637431342117,12.160838314125638,4.041871677178615,22.47795793019186,3.0534183095025815
39.83403400546634,12.040218214548368,6.383982964337069,12.178523209993084,4.048165263492969,22.51517513144463,2.9999012107175393
39.89828130480533,12.164591371448614,6.28397930550684,12.196378463696949,4.03805682216766,22.494300245527885,2.9244124868467205
39.99540672368162,12.143747676020912,6.3507513287692205,12.128436754959644,3.9950567597716486,22.514709420591,2.8729849734246153
40.19278213217475,12.047245813592996,6.338012793921796,12.109468812086545,4.027028797240355,22.42538698338537,2.8600746675981923
40.17282608695652,11.964130434782609,6.359782608695652,12.053260869565218,4.089130434782608,22.457608695652173,2.903260869565217
40.21048063361181,11.842248019963112,6.330693284148856,11.927959205815341,4.055549528046002,22.659216664858413,2.9738526635564715
40.34722978121258,11.766626755197562,6.329596168498966,11.826493958854904,3.9806247959072603,22.772395776640906,2.975944269075868
40.59586255030044,11.633714653376808,6.33267538359197,11.820194331453997,3.9629657902485307,22.697085028190056,2.9575022628381986
40.82072253324003,11.618701889433169,6.313418474457663,11.979531140657802,3.992083624912526,22.451233379986004,2.824308957312806
40.93764313289276,11.520425745381578,6.3032999629217645,12.12785447883269,3.960827935178521,22.34945146022814,2.800497284564549
40.87733426195969,11.461280633787489,6.3052278762024985,12.183868018978801,3.919818917860097,22.492708832107255,2.7586732250903236
40.99633079311318,11.37345578497145,6.349464816865325,12.08450031481361,3.962309212097527,22.42341344796891,2.8105256301699995
40.83818545233336,11.331146258798992,6.354827496306596,12.155644390371078,3.9356478665160335,22.594942209090117,2.7896063265838187
40.79581993569132,11.267054836186668,6.300512731380898,12.24146171895368,4.0182063092030935,22.58407925610498,2.7928652124793603
40.690640319456314,11.275119850227796,6.305799344205526,12.257729392794918,3.980217948856688,22.759098336706092,2.730312638652916
40.47598498252276,11.40443619729858,6.286410909247832,12.32145168946619,4.047814266603375,22.778664825443403,2.685237129417857
