produto;regiao;ano;semana;preco
Tommy - produtor;Vale do Sao Francisco;2020;48;0.32
Tommy - produtor;Vale do Sao Francisco;2020;49;0.46
Tommy - produtor;Vale do Sao Francisco;2020;50;0.83
Tommy - produtor;Vale do Sao Francisco;2020;51;1.02
Tommy - produtor;Vale do Sao Francisco;2020;52;1.23
Tommy - produtor;Vale do Sao Francisco;2021;1;1.62
Tommy - produtor;Vale do Sao Francisco;2021;2;1.72
Tommy - produtor;Vale do Sao Francisco;2021;3;1.94
Tommy - produtor;Vale do Sao Francisco;2021;4;1.76
Tommy - produtor;Vale do Sao Francisco;2021;5;1.63
Tommy - produtor;Vale do Sao Francisco;2021;6;2.08
Tommy - produtor;Vale do Sao Francisco;2021;7;2.72
Tommy - produtor;Vale do Sao Francisco;2021;8;2.94
Tommy - produtor;Vale do Sao Francisco;2021;9;3.30
Tommy - produtor;Vale do Sao Francisco;2021;10;3.60
Tommy - produtor;Vale do Sao Francisco;2021;11;3.11
Tommy - produtor;Vale do Sao Francisco;2021;12;1.70
Tommy - produtor;Vale do Sao Francisco;2021;13;1.63
Tommy - produtor;Vale do Sao Francisco;2021;14;1.73
Tommy - produtor;Vale do Sao Francisco;2021;15;0.97
Tommy - produtor;Vale do Sao Francisco;2021;16;0.74
Tommy - produtor;Vale do Sao Francisco;2021;17;0.88
Tommy - produtor;Vale do Sao Francisco;2021;18;0.89
Tommy - produtor;Vale do Sao Francisco;2021;19;0.96
Tommy - produtor;Vale do Sao Francisco;2021;20;1.18
Tommy - produtor;Vale do Sao Francisco;2021;21;1.18
Tommy - produtor;Vale do Sao Francisco;2021;22;1.17
Tommy - produtor;Vale do Sao Francisco;2021;23;1.01
Tommy - produtor;Vale do Sao Francisco;2021;24;1.06
Tommy - produtor;Vale do Sao Francisco;2021;25;1.10
Tommy - produtor;Vale do Sao Francisco;2021;26;1.11
Tommy - produtor;Vale do Sao Francisco;2021;27;1.27
Tommy - produtor;Vale do Sao Francisco;2021;28;1.40
Tommy - produtor;Vale do Sao Francisco;2021;29;1.15
Tommy - produtor;Vale do Sao Francisco;2021;30;0.88
Tommy - produtor;Vale do Sao Francisco;2021;31;0.76
Tommy - produtor;Vale do Sao Francisco;2021;32;0.68
Tommy - produtor;Vale do Sao Francisco;2021;33;0.88
Tommy - produtor;Vale do Sao Francisco;2021;34;1.37
Tommy - produtor;Vale do Sao Francisco;2021;35;1.53
Tommy - produtor;Vale do Sao Francisco;2021;36;1.47
Tommy - produtor;Vale do Sao Francisco;2021;37;1.47
Tommy - produtor;Vale do Sao Francisco;2021;38;0.98
Tommy - produtor;Vale do Sao Francisco;2021;39;0.72
Tommy - produtor;Vale do Sao Francisco;2021;40;0.59
Tommy - produtor;Vale do Sao Francisco;2021;41;0.47
Tommy - produtor;Vale do Sao Francisco;2021;42;0.43
Tommy - produtor;Vale do Sao Francisco;2021;43;0.91
Tommy - produtor;Vale do Sao Francisco;2021;44;1.01
Tommy - produtor;Vale do Sao Francisco;2021;45;1.03
Tommy - produtor;Vale do Sao Francisco;2021;46;1.01
Tommy - produtor;Vale do Sao Francisco;2021;47;1.09
Tommy - produtor;Vale do Sao Francisco;2021;48;1.24
Tommy - produtor;Vale do Sao Francisco;2021;49;1.25
Tommy - produtor;Vale do Sao Francisco;2021;50;1.24
Tommy - produtor;Vale do Sao Francisco;2021;51;1.19
Tommy - produtor;Vale do Sao Francisco;2021;52;1.30
Tommy - produtor;Vale do Sao Francisco;2022;01;1.89
Tommy - produtor;Vale do Sao Francisco;2022;02;1.82
Tommy - produtor;Vale do Sao Francisco;2022;03;1.37
Tommy - produtor;Vale do Sao Francisco;2022;04;1.42
Tommy - produtor;Vale do Sao Francisco;2022;05;1.76
Tommy - produtor;Vale do Sao Francisco;2022;06;1.76
Tommy - produtor;Vale do Sao Francisco;2022;07;1.83
Tommy - produtor;Vale do Sao Francisco;2022;08;2.25
Tommy - produtor;Vale do Sao Francisco;2022;09;2.27
Tommy - produtor;Vale do Sao Francisco;2022;10;2.01
Tommy - produtor;Vale do Sao Francisco;2022;11;1.60
Tommy - produtor;Vale do Sao Francisco;2022;12;1.17
Tommy - produtor;Vale do Sao Francisco;2022;13;1.38
Tommy - produtor;Vale do Sao Francisco;2022;14;1.52
Tommy - produtor;Vale do Sao Francisco;2022;15;1.71
Tommy - produtor;Vale do Sao Francisco;2022;16;1.93
Tommy - produtor;Vale do Sao Francisco;2022;17;2.24
Tommy - produtor;Vale do Sao Francisco;2022;18;2.56
Tommy - produtor;Vale do Sao Francisco;2022;19;2.28
Tommy - produtor;Vale do Sao Francisco;2022;20;2.49
Tommy - produtor;Vale do Sao Francisco;2022;21;2.09
Tommy - produtor;Vale do Sao Francisco;2022;22;1.81
Tommy - produtor;Vale do Sao Francisco;2022;23;2.19
Tommy - produtor;Vale do Sao Francisco;2022;24;2.54
Tommy - produtor;Vale do Sao Francisco;2022;25;2.45
Tommy - produtor;Vale do Sao Francisco;2022;26;2.79
Tommy - produtor;Vale do Sao Francisco;2022;27;2.81
Tommy - produtor;Vale do Sao Francisco;2022;28;2.78
Tommy - produtor;Vale do Sao Francisco;2022;29;2.58
Tommy - produtor;Vale do Sao Francisco;2022;30;2.09
Tommy - produtor;Vale do Sao Francisco;2022;31;1.98
Tommy - produtor;Vale do Sao Francisco;2022;32;1.92
Tommy - produtor;Vale do Sao Francisco;2022;33;1.62
Tommy - produtor;Vale do Sao Francisco;2022;34;1.11
Tommy - produtor;Vale do Sao Francisco;2022;35;1.43
Tommy - produtor;Vale do Sao Francisco;2022;36;1.52
Tommy - produtor;Vale do Sao Francisco;2022;37;1.53
Tommy - produtor;Vale do Sao Francisco;2022;38;1.30
Tommy - produtor;Vale do Sao Francisco;2022;39;1.10
Tommy - produtor;Vale do Sao Francisco;2022;40;1.09
Tommy - produtor;Vale do Sao Francisco;2022;41;1.13
Tommy - produtor;Vale do Sao Francisco;2022;42;1.12
Tommy - produtor;Vale do Sao Francisco;2022;43;1.07
Tommy - produtor;Vale do Sao Francisco;2022;44;0.79
Tommy - produtor;Vale do Sao Francisco;2022;45;0.68
Tommy - produtor;Vale do Sao Francisco;2022;46;0.55
Tommy - produtor;Vale do Sao Francisco;2022;47;0.35
Tommy - produtor;Vale do Sao Francisco;2022;48;0.35
Tommy - produtor;Vale do Sao Francisco;2022;49;0.39
Tommy - produtor;Vale do Sao Francisco;2022;50;0.79
Tommy - produtor;Vale do Sao Francisco;2022;51;1.30
Tommy - produtor;Vale do Sao Francisco;2022;52;1.30
Tommy - produtor;Vale do Sao Francisco;2023;01;1.28
Tommy - produtor;Vale do Sao Francisco;2023;02;1.02
Tommy - produtor;Vale do Sao Francisco;2023;03;0.82
Tommy - produtor;Vale do Sao Francisco;2023;04;0.72
Tommy - produtor;Vale do Sao Francisco;2023;05;1.12
Tommy - produtor;Vale do Sao Francisco;2023;06;1.83
Tommy - produtor;Vale do Sao Francisco;2023;07;2.36
Tommy - produtor;Vale do Sao Francisco;2023;08;2.64
Tommy - produtor;Vale do Sao Francisco;2023;09;3.04
Tommy - produtor;Vale do Sao Francisco;2023;10;3.18
Tommy - produtor;Vale do Sao Francisco;2023;11;3.74
Tommy - produtor;Vale do Sao Francisco;2023;12;4.05
Tommy - produtor;Vale do Sao Francisco;2023;13;3.28
Tommy - produtor;Vale do Sao Francisco;2023;14;2.78
Tommy - produtor;Vale do Sao Francisco;2023;15;2.98
Tommy - produtor;Vale do Sao Francisco;2023;16;2.51
Tommy - produtor;Vale do Sao Francisco;2023;17;2.65
Tommy - produtor;Vale do Sao Francisco;2023;18;2.55
Tommy - produtor;Vale do Sao Francisco;2023;19;2.35
Tommy - produtor;Vale do Sao Francisco;2023;20;2.11
Tommy - produtor;Vale do Sao Francisco;2023;21;1.37
Tommy - produtor;Vale do Sao Francisco;2023;22;1.33
Tommy - produtor;Vale do Sao Francisco;2023;23;1.73
Tommy - produtor;Vale do Sao Francisco;2023;24;1.65
Tommy - produtor;Vale do Sao Francisco;2023;25;1.43
Tommy - produtor;Vale do Sao Francisco;2023;26;1.83
Tommy - produtor;Vale do Sao Francisco;2023;27;1.86
Tommy - produtor;Vale do Sao Francisco;2023;27;2.16
